id,dataset_id,table_name,column_name,jsonb_key,semantic_name,data_type,enum_mapping,extraction_rule,is_active,created_at,updated_at
31622,2,public.feishu_tbl_xioafeizhe,fields,客户经理已分配金额-工业健康,客户经理工业健康分配金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理已分配金额-工业健康', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31623,2,public.feishu_tbl_xioafeizhe,fields,客户经理已分配金额-食饮部,客户经理食饮部分配金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理已分配金额-食饮部', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31624,2,public.feishu_tbl_xioafeizhe,fields,客户经理父级已审批金额-楼宇办公,父级审批-楼宇办公,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理父级已审批金额-楼宇办公', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31625,2,public.feishu_tbl_xioafeizhe,fields,客户经理父级已审批金额-工业健康,父级审批-工业健康,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理父级已审批金额-工业健康', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31626,2,public.feishu_tbl_xioafeizhe,fields,客户经理父级已审批金额-食饮部,父级审批-食饮部,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '客户经理父级已审批金额-食饮部', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31627,2,public.feishu_tbl_xioafeizhe,fields,事业群,事业群名称,字符串,{},fields ->> '事业群',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31628,2,public.feishu_tbl_xioafeizhe,fields,事业群下派战区总任务金额,事业群下派任务金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '事业群下派战区总任务金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31629,2,public.feishu_tbl_xioafeizhe,fields,事业群剩余未分配金额,剩余未分配金额,字符串（带¥/-）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '事业群剩余未分配金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31630,2,public.feishu_tbl_xioafeizhe,fields,片区下派客户经理总任务金额,片区下派金额,字符串（带¥）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '片区下派客户经理总任务金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31631,2,public.feishu_tbl_xioafeizhe,fields,任务维护人,任务负责人,字符串,{},fields ->> '任务维护人',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31632,2,public.feishu_tbl_xioafeizhe,fields,公式,计算系数,数字字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '公式', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31633,2,public.feishu_tbl_xioafeizhe,fields,战区,战区名称,字符串,{},fields ->> '战区',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31634,2,public.feishu_tbl_xioafeizhe,fields,战区下派片区总任务金额,战区下派金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '战区下派片区总任务金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31635,2,public.feishu_tbl_xioafeizhe,fields,战区已分配金额-新零售,战区新零售分配,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '战区已分配金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31636,2,public.feishu_tbl_xioafeizhe,fields,战区已分配金额-燃气定制,战区燃气定制分配,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '战区已分配金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31637,2,public.feishu_tbl_xioafeizhe,fields,战区已分配金额-线下,战区线下分配,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '战区已分配金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31638,2,public.feishu_tbl_xioafeizhe,fields,战区总任务金额,战区总任务,字符串（带¥）,{},fields ->> '战区总任务金额',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31639,2,public.feishu_tbl_xioafeizhe,fields,创建人,创建人姓名,字符串,{},fields ->> '创建人',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31640,2,public.feishu_tbl_xioafeizhe,fields,剩余分配百分比,剩余分配比例,字符串（带%）,{},"COALESCE(NULLIF(regexp_replace(fields ->> '剩余分配百分比', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31641,2,public.feishu_tbl_xioafeizhe,fields,地产,地产板块金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '地产', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31642,2,public.feishu_tbl_xioafeizhe,fields,地产-年度开单金额,地产年度开单,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '地产-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31643,2,public.feishu_tbl_xioafeizhe,fields,地产-年度开单金额（万）,地产年度开单(万),字符串,{},fields ->> '地产-年度开单金额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31644,2,public.feishu_tbl_xioafeizhe,fields,地产（万）,地产金额(万),字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '地产（万）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31645,2,public.feishu_tbl_xioafeizhe,fields,城市战区,城市战区名称,字符串,{},fields ->> '城市战区',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31678,2,public.feishu_tbl_xioafeizhe,fields,本月开单金额（万）,当月开单(万),字符串,{},fields ->> '本月开单金额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31646,2,public.feishu_tbl_xioafeizhe,fields,城市站已分配金额-新零售,城市站新零售,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站已分配金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31647,2,public.feishu_tbl_xioafeizhe,fields,城市站已分配金额-燃气定制,城市站燃气定制,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站已分配金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31648,2,public.feishu_tbl_xioafeizhe,fields,城市站已分配金额-线下,城市站线下,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站已分配金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31649,2,public.feishu_tbl_xioafeizhe,fields,城市站父级已审批金额-新零售,城市站父审批新零售,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站父级已审批金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31650,2,public.feishu_tbl_xioafeizhe,fields,城市站父级已审批金额-燃气定制,城市站父审批燃气定制,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站父级已审批金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31651,2,public.feishu_tbl_xioafeizhe,fields,城市站父级已审批金额-线下,城市站父审批线下,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '城市站父级已审批金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31652,2,public.feishu_tbl_xioafeizhe,fields,层级级别,层级：事业群/战区,字符串,{},fields ->> '层级级别',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31653,2,public.feishu_tbl_xioafeizhe,fields,年度开单金额,年度累计开单金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31654,2,public.feishu_tbl_xioafeizhe,fields,年度开单金额转换（以万为单位）,年度开单(万),字符串,{},fields ->> '年度开单金额转换（以万为单位）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31655,2,public.feishu_tbl_xioafeizhe,fields,年度阈值|开单差额（万）,年度差额(万),字符串,{},fields ->> '年度阈值|开单差额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31656,2,public.feishu_tbl_xioafeizhe,fields,当前年,当前年份,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '当前年', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31657,2,public.feishu_tbl_xioafeizhe,fields,当前日期,当前日,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '当前日期', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31658,2,public.feishu_tbl_xioafeizhe,fields,当前月,当前月,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '当前月', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31659,2,public.feishu_tbl_xioafeizhe,fields,当前月份任务达成率,月达成率,字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '当前月份任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31660,2,public.feishu_tbl_xioafeizhe,fields,当前月最后一天,当月天数,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '当前月最后一天', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31661,2,public.feishu_tbl_xioafeizhe,fields,总任务承接人,总任务负责人,字符串,{},fields ->> '总任务承接人',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31662,2,public.feishu_tbl_xioafeizhe,fields,总任务达成率,总达成率,字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '总任务达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31663,2,public.feishu_tbl_xioafeizhe,fields,总任务（金额）,总任务金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '总任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31664,2,public.feishu_tbl_xioafeizhe,fields,总金额转换（以万为单位）,总任务(万),字符串,{},fields ->> '总金额转换（以万为单位）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31665,2,public.feishu_tbl_xioafeizhe,fields,总额的待分配任务（金额）,待分配金额,字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '总额的待分配任务（金额）', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31666,2,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值,目标阈值,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '截止当前目标阈值', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31667,2,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值达成率,阈值达成率,字符串,{},"COALESCE(NULLIF(regexp_replace(fields ->> '截止当前目标阈值达成率', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31668,2,public.feishu_tbl_xioafeizhe,fields,截止当前目标阈值（万）,目标阈值(万),字符串,{},fields ->> '截止当前目标阈值（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31669,2,public.feishu_tbl_xioafeizhe,fields,截止当天累计目标阈值,累计阈值,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '截止当天累计目标阈值', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31670,2,public.feishu_tbl_xioafeizhe,fields,截止当天累计目标阈值（万）,累计阈值(万),字符串,{},fields ->> '截止当天累计目标阈值（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31671,2,public.feishu_tbl_xioafeizhe,fields,拒绝按钮,按钮状态,字符串,{},fields ->> '拒绝按钮',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31672,2,public.feishu_tbl_xioafeizhe,fields,新零售,新零售金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31673,2,public.feishu_tbl_xioafeizhe,fields,新零售-年度开单金额,新零售年度开单,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '新零售-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31674,2,public.feishu_tbl_xioafeizhe,fields,新零售-年度开单金额（万）,新零售年度开单(万),字符串,{},fields ->> '新零售-年度开单金额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31675,2,public.feishu_tbl_xioafeizhe,fields,新零售（万）,新零售(万),字符串,{},fields ->> '新零售（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31676,2,public.feishu_tbl_xioafeizhe,fields,月度阈值|开单差额（万）,月度差额,字符串,{},fields ->> '月度阈值|开单差额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31677,2,public.feishu_tbl_xioafeizhe,fields,本月开单金额,当月开单,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '本月开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31680,2,public.feishu_tbl_xioafeizhe,fields,本月当前目标阈值（万）,月度目标(万),字符串,{},fields ->> '本月当前目标阈值（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31681,2,public.feishu_tbl_xioafeizhe,fields,本月总目标（万）,月度总目标,字符串,{},fields ->> '本月总目标（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31682,2,public.feishu_tbl_xioafeizhe,fields,燃气定制,燃气定制金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31683,2,public.feishu_tbl_xioafeizhe,fields,燃气定制-年度开单金额,燃气年度开单,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '燃气定制-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31684,2,public.feishu_tbl_xioafeizhe,fields,燃气定制-年度开单金额（万）,燃气年度开单(万),字符串,{},fields ->> '燃气定制-年度开单金额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31685,2,public.feishu_tbl_xioafeizhe,fields,燃气定制（万）,燃气(万),字符串,{},fields ->> '燃气定制（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31686,2,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-新零售,父审批新零售,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '父级已审批金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31687,2,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-燃气定制,父审批燃气,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '父级已审批金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31688,2,public.feishu_tbl_xioafeizhe,fields,父级已审批金额-线下,父审批线下,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '父级已审批金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31689,2,public.feishu_tbl_xioafeizhe,fields,父级引用,父级引用编号,字符串,{},fields ->> '父级引用',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31690,2,public.feishu_tbl_xioafeizhe,fields,状态,审批状态：已审批/待确认,字符串,{},fields ->> '状态',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31691,2,public.feishu_tbl_xioafeizhe,fields,确认按钮,按钮状态,字符串,{},fields ->> '确认按钮',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31692,2,public.feishu_tbl_xioafeizhe,fields,线下,线下金额,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31693,2,public.feishu_tbl_xioafeizhe,fields,线下-年度开单金额,线下年度开单,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '线下-年度开单金额', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31694,2,public.feishu_tbl_xioafeizhe,fields,线下-年度开单金额（万）,线下年度开单(万),字符串,{},fields ->> '线下-年度开单金额（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31695,2,public.feishu_tbl_xioafeizhe,fields,线下（万）,线下(万),字符串,{},fields ->> '线下（万）',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31696,2,public.feishu_tbl_xioafeizhe,fields,经营主体,经营主体,字符串,{},fields ->> '经营主体',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31697,2,public.feishu_tbl_xioafeizhe,fields,编号,单据编号,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '编号', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31698,2,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-新零售,行业线新零售,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线已分配金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31699,2,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-燃气定制,行业线燃气,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线已分配金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31700,2,public.feishu_tbl_xioafeizhe,fields,行业线已分配金额-线下,行业线线下,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线已分配金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31701,2,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-新零售,行业线父审批新零售,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线父级已审批金额-新零售', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31702,2,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-燃气定制,行业线父审批燃气,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线父级已审批金额-燃气定制', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31703,2,public.feishu_tbl_xioafeizhe,fields,行业线父级已审批金额-线下,行业线父审批线下,数字,{},"COALESCE(NULLIF(regexp_replace(fields ->> '行业线父级已审批金额-线下', '[^0-9.-]', '', 'g'), ''), '0')::NUMERIC",True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31704,2,public.feishu_tbl_xioafeizhe,fields,链接字段(勿删),组织关联字段,数组,{},fields ->> '链接字段(勿删)',True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31705,2,public.feishu_tbl_xioafeizhe,id,,主键ID,bigint,{},id,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31706,2,public.feishu_tbl_xioafeizhe,record_id,,飞书记录ID,varchar,{},record_id,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31707,2,public.feishu_tbl_xioafeizhe,sync_time,,同步时间,timestamp,{},sync_time,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
31708,2,public.feishu_tbl_xioafeizhe,updated_time,,更新时间,timestamp,{},updated_time,True,2026-07-08 07:41:23.865975+00:00,2026-07-08 07:41:23.865975+00:00
